direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad,precio_range,id,geometry,from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",279000.0,Gastos comunes aproximados $ 81.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 25 días por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1385376393-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=44&search_layout=stack&type=item&tracking_id=d58eb23d-ef60-412b-bd2e-c723bb22ff78,-33.444423900000004,-70.64361905,Santiago,"(200000.0, 300000.0]",11555,POINT (-70.64361905 -33.4444239),11555,14995,26.0,"['204', '506v']","['PA116', 'PA445']","['PA121', 'PA452']","[5.7, 10.1]",1.7,4.6,1.3,"[1.7, 3.2]",28.1,3
"Briones Luco, Lo Ovalle, La Cisterna, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 30.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 38 días por Houm,Departamento Briones Luco Id: 104039,https://www.portalinmobiliario.com/MLC-1621529852-departamento-briones-luco-id-104039-_JM#position=5&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.5164126,-70.658566,Santiago,"(200000.0, 300000.0]",11563,POINT (-70.65856599999999 -33.5164126),11563,14995,25.0,"['L2V', 'L2R', '506']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",1.6,4.6,1.3,"[1.3, 1.2, 1.7]",23.5,1
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",279000.0,Gastos comunes aproximados $ 81.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 10 días por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1717951720-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=8&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.444423900000004,-70.64361905,Santiago,"(200000.0, 300000.0]",11565,POINT (-70.64361905 -33.4444239),11565,14995,26.0,"['204', '506v']","['PA116', 'PA445']","['PA121', 'PA452']","[5.7, 10.1]",1.7,4.6,1.3,"[1.0, 1.8]",26.0,2
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",279000.0,Gastos comunes aproximados $ 81.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 14 días por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1389357329-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=10&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.444423900000004,-70.64361905,Santiago,"(200000.0, 300000.0]",11567,POINT (-70.64361905 -33.4444239),11567,14995,26.0,"['204', '506v']","['PA116', 'PA445']","['PA121', 'PA452']","[5.7, 10.1]",1.7,4.6,1.3,"[1.6, 2.8]",27.6,1
"Avenida María Rozas Velásquez, Metro Las Rejas, Estación Central, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 68.500,42 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 18 días por Houm,Departamento Avenida María Rozas Velásquez Id: 43817,https://www.portalinmobiliario.com/MLC-1696202256-departamento-avenida-maria-rozas-velasquez-id-43817-_JM#position=11&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4569922,-70.7055029,Santiago,"(200000.0, 300000.0]",11568,POINT (-70.7055029 -33.4569922),11568,14995,25.0,"['L1', '507']","['50', 'PA335']","['38', 'PA433']","[6.1, 5.1]",1.2,3.4,1.8,"[2.6, 1.4]",21.6,2
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",279000.0,Gastos comunes aproximados $ 81.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 18 días por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1387547933-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=12&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.444423900000004,-70.64361905,Santiago,"(200000.0, 300000.0]",11569,POINT (-70.64361905 -33.4444239),11569,14995,26.0,"['209', '507']","['PA116', 'PA447']","['PA141', 'PA322']","[5.8, 8.0]",1.7,3.3,1.5,"[2.5, 1.4]",24.2,4
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256000.0,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 7 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1391272017-santo-domingo-3251-departamento-studio-santiago-_JM#position=16&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11572,POINT (-70.6434108 -33.4364609),11572,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[2.3, 2.3, 1.0]",23.3,7
"Conde Del Maule, San Alberto Hurtado, Estación Central, RM (Metropolitana)",275000.0,Gastos comunes aproximados $ 60.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 55 días por Houm,Departamento Conde Del Maule Id: 39787,https://www.portalinmobiliario.com/MLC-1552580532-departamento-conde-del-maule-id-39787-_JM#position=17&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4535331,-70.6951182,Santiago,"(200000.0, 300000.0]",11573,POINT (-70.6951182 -33.4535331),11573,14995,26.0,"['L1', 'L2R', '507']","['2', '44', 'PA450']","['44', '70', 'PA322']","[6.0, 2.6, 3.6]",5.9,3.3,1.3,"[2.6, 1.1, 1.1]",27.5,6
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 72.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 7 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1721237004-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=21&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11576,POINT (-70.6434108 -33.4364609),11576,14995,24.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[2.4, 2.2, 1.3]",23.5,3
"Avenida Independencia, Hospitales, Independencia, RM (Metropolitana)",270000.0,Gastos comunes aproximados $ 60.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 12 días por Houm,Departamento Avenida Independencia Id: 89357,https://www.portalinmobiliario.com/MLC-1715950542-departamento-avenida-independencia-id-89357-_JM#position=22&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4316534,-70.6529575,Santiago,"(200000.0, 300000.0]",11577,POINT (-70.6529575 -33.4316534),11577,14995,23.0,"['L2R', '507']","['12', 'PA450']","['70', 'PA322']","[6.8, 3.6]",3.8,3.3,1.3,"[2.3, 2.1]",23.1,20
"Toro Mazotte, San Alberto Hurtado, Estación Central, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 40.000,34 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 20 días por Houm,Departamento Toro Mazotte Id: 104732,https://www.portalinmobiliario.com/MLC-1693665888-departamento-toro-mazotte-id-104732-_JM#position=27&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4558386,-70.6916691,Santiago,"(200000.0, 300000.0]",11580,POINT (-70.6916691 -33.4558386),11580,14995,22.0,"['I16', '506']","['PI1210', 'PI544']","['PI549', 'PA433']","[1.8, 10.2]",1.9,3.4,1.0,"[1.0, 1.4]",20.8,2
"San Isidro 234, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 65.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 53 días,"1d + 1b - San Isidro 234, Santiago",https://www.portalinmobiliario.com/MLC-1374683939-1d-1b-san-isidro-234-santiago-_JM#position=29&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4463468,-70.6439886,Santiago,"(200000.0, 300000.0]",11582,POINT (-70.6439886 -33.4463468),11582,14995,25.0,"['205', '506']","['PA137', 'PA447']","['PA141', 'PA452']","[6.3, 7.0]",0.5,4.6,1.5,"[4.5, 1.3]",25.7,9
"Santo Domingo 1944, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 40.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 1 año,Departamento Tipo Estudio Totalmente Nuevo Desde $290.000,https://www.portalinmobiliario.com/MLC-1716077552-departamento-tipo-estudio-totalmente-nuevo-desde-290000-_JM#position=30&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.43762831818182,-70.66394492181819,Santiago,"(200000.0, 300000.0]",11583,POINT (-70.66394492181819 -33.43762831818182),11583,14995,19.0,"['J03', '121']","['PA460', 'PA272']","['PA272', 'PA276']","[2.3, 5.9]",4.8,4.3,0.0,"[2.5, 1.5]",21.3,1
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256000.0,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 21 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1386606409-santo-domingo-3251-departamento-studio-santiago-_JM#position=31&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11584,POINT (-70.6434108 -33.4364609),11584,14995,24.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[1.4, 3.3, 2.0]",24.3,9
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256000.0,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 25 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1680543792-santo-domingo-3251-departamento-studio-santiago-_JM#position=33&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11586,POINT (-70.6434108 -33.4364609),11586,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[1.7, 1.9, 2.2]",23.4,4
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256000.0,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 14 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1710748636-santo-domingo-3251-departamento-studio-santiago-_JM#position=38&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11591,POINT (-70.6434108 -33.4364609),11591,14995,24.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[2.1, 2.9, 1.8]",24.4,9
"Conde Del Maule 4106, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 70.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 53 días,"Precioso Dpto. 2 Ambientes,  Al Lado De Metro Padre Hurtado ",https://www.portalinmobiliario.com/MLC-1727763416-precioso-dpto-2-ambientes-al-lado-de-metro-padre-hurtado-_JM#position=39&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4530305,-70.6927019,Santiago,"(200000.0, 300000.0]",11592,POINT (-70.6927019 -33.4530305),11592,14995,24.0,"['L1', '507']","['2', 'PA335']","['38', 'PA433']","[3.5, 5.1]",2.8,3.4,1.8,"[1.4, 1.5]",19.5,1
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",256000.0,Gastos comunes aproximados $ 68.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 10 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago",https://www.portalinmobiliario.com/MLC-1717962898-santo-domingo-3251-departamento-studio-santiago-_JM#position=41&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11594,POINT (-70.6434108 -33.4364609),11594,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[1.5, 2.3, 1.0]",22.5,4
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 72.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 25 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1680567616-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=42&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11595,POINT (-70.6434108 -33.4364609),11595,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[2.8, 1.1, 1.3]",22.8,8
"Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 72.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 21 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1691481226-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=45&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4364609,-70.6434108,Santiago,"(200000.0, 300000.0]",11598,POINT (-70.6434108 -33.4364609),11598,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[1.7, 2.3, 2.9]",24.5,3
"Rosas 1339, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 70.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 3 días,"Departamento 1/h 1/b Y  Terraza, Cerca Metro Santa Ana",https://www.portalinmobiliario.com/MLC-1392253511-departamento-1h-1b-y-terraza-cerca-metro-santa-ana-_JM#position=47&search_layout=stack&type=item&tracking_id=44cd42b5-ddf8-44fe-b70d-5194aa083b3c,-33.4354521,-70.6563437,Santiago,"(200000.0, 300000.0]",11600,POINT (-70.65634369999999 -33.4354521),11600,14995,25.0,"['505', '121']","['PA264', 'PA310']","['PA248', 'PA276']","[3.9, 9.3]",4.1,4.3,1.9,"[1.3, 2.7]",27.5,2
"María Auxiliadora 721, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",270000.0,Gastos comunes aproximados $ 50.000,45 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 2 meses,Cómodo Depto.  2 Dormitorios  Metro San Miguel ,https://www.portalinmobiliario.com/MLC-1639321694-comodo-depto-2-dormitorios-metro-san-miguel-_JM#position=3&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.48769,-70.6506262,Santiago,"(200000.0, 300000.0]",11606,POINT (-70.6506262 -33.48769),11606,14995,22.0,"['L2V', 'L2R', '506']","['90', '29', 'PA450']","['29', '70', 'PA452']","[2.3, 1.6, 3.0]",2.6,4.6,1.3,"[2.7, 2.4, 2.2]",22.5,11
"Mapocho 1890, Parque Los Reyes, Santiago, RM (Metropolitana)",250000.0,Gastos comunes aproximados $ 45.000,345 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 3 meses,Depto. Nuevo Jardines Mapocho 1d 1b ,https://www.portalinmobiliario.com/MLC-1365419046-depto-nuevo-jardines-mapocho-1d-1b-_JM#position=5&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.43214918181818,-70.66394878181818,Santiago,"(200000.0, 300000.0]",11608,POINT (-70.66394878181818 -33.43214918181818),11608,14995,24.0,"['J03', '121']","['PA392', 'PA272']","['PA272', 'PA276']","[5.5, 5.9]",0.5,4.3,0.0,"[5.0, 1.2]",22.4,7
"Sazie 2575, Barrio República, Santiago, RM (Metropolitana)",270000.0,Gastos comunes aproximados $ 45.000,33.5 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 48 días,Departamento Arriendo Estudio Metro U L A (5 Mins),https://www.portalinmobiliario.com/MLC-1377252185-departamento-arriendo-estudio-metro-u-l-a-5-mins-_JM#position=6&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.451960137096776,-70.67187221129032,Santiago,"(200000.0, 300000.0]",11609,POINT (-70.67187221129032 -33.45196013709678),11609,14995,17.0,['506e'],['PA289'],['PA433'],[2.6],13.5,3.4,0.0,[1.0],20.5,1
"Porvenir 1017, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 45.000,42 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 2 meses,"Porvenir 1017, Stgo, Metro Av Matta, Seguridad 24/7",https://www.portalinmobiliario.com/MLC-1605569008-porvenir-1017-stgo-metro-av-matta-seguridad-247-_JM#position=7&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4549354,-70.6323526,Santiago,"(200000.0, 300000.0]",11610,POINT (-70.6323526 -33.4549354),11610,14995,22.0,['506'],['PD564'],['PA452'],[13.4],8.2,4.6,0.0,[1.6],27.7,1
"Compañia De Jesus, Barrio Brasil, Santiago, RM (Metropolitana)",250000.0,Gastos comunes aproximados $ 50.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 44 días,Departamento En Arriendo De 1 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1378548499-departamento-en-arriendo-de-1-dorm-en-santiago-_JM#position=9&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4393266,-70.6596816,Santiago,"(200000.0, 300000.0]",11611,POINT (-70.6596816 -33.4393266),11611,14995,20.0,"['L2R', '506v']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.3]",2.0,4.6,1.3,"[3.6, 1.8]",20.9,7
"José Miguel Carrera, La Florida, Chile, Trinidad, La Florida, RM (Metropolitana)",220000.0,Gastos comunes aproximados $ 10.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 28 días,Pieza En La Florida,https://www.portalinmobiliario.com/MLC-1665286078-pieza-en-la-florida-_JM#position=10&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4480098,-70.6635854,Santiago,"(200000.0, 300000.0]",11612,POINT (-70.6635854 -33.4480098),11612,14995,16.0,['121'],['PA273'],['PA276'],[4.3],4.8,4.3,0.0,[3.3],16.7,22
"Moneda 720, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 42.000,35 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 19 días,Central Departamento Pasos Metro Santa Lucia,https://www.portalinmobiliario.com/MLC-1695788290-central-departamento-pasos-metro-santa-lucia-_JM#position=12&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4420445,-70.6467006,Santiago,"(200000.0, 300000.0]",11613,POINT (-70.6467006 -33.4420445),11613,14995,24.0,"['481', '119']","['PA344', 'PA273']","['PA347', 'PA276']","[6.8, 4.3]",2.3,4.3,3.4,"[1.2, 1.4]",23.6,1
"Carmen 1153, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",270000.0,Gastos comunes aproximados $ 60.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 2 meses,"Lindo Departamento 1h/1b, Cerca Metro Matta",https://www.portalinmobiliario.com/MLC-1490243196-lindo-departamento-1h1b-cerca-metro-matta-_JM#position=14&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.45849317647059,-70.63940368235293,Santiago,"(200000.0, 300000.0]",11615,POINT (-70.63940368235293 -33.45849317647059),11615,14995,19.0,"['510', '506e']","['PA445', 'PA446']","['PA446', 'PA452']","[1.5, 7.1]",2.5,4.6,0.0,"[1.7, 2.7]",20.1,1
"Avenida Mapocho 4242, Quinta Normal, Chile, Quinta Normal, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 45.000,40 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 1 mes,Arriendo Departamento 2 Dormitorios ,https://www.portalinmobiliario.com/MLC-1536270696-arriendo-departamento-2-dormitorios-_JM#position=15&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4322921,-70.6714548,Santiago,"(200000.0, 300000.0]",11616,POINT (-70.67145480000001 -33.4322921),11616,14995,10.0,['506'],['PA289'],['PA433'],[2.9],1.8,3.4,0.0,[2.2],10.3,24
"Tarapacá 1331, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",260000.0,Gastos comunes aproximados $ 50.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 40 días,"Depto 1 Dormitorio, Excelente Ubicacion.   ",https://www.portalinmobiliario.com/MLC-1390668477-depto-1-dormitorio-excelente-ubicacion-_JM#position=20&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4476726,-70.6534737,Santiago,"(200000.0, 300000.0]",11621,POINT (-70.65347370000001 -33.4476726),11621,14995,22.0,"['223', '506']","['PA29', 'PA449']","['PA57', 'PA452']","[5.8, 5.0]",0.6,4.6,1.2,"[4.1, 1.1]",22.3,9
"Conde Del Maule 4200 - 4500, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",230000.0,Gastos comunes aproximados $ 30.000,28.36 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 2 meses,"Conde Del Maule, 1d+1b+k 50% Descuento Primeros 3 Meses",https://www.portalinmobiliario.com/MLC-1372232759-conde-del-maule-1d1bk-50-descuento-primeros-3-meses-_JM#position=23&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4533197,-70.6939689,Santiago,"(200000.0, 300000.0]",11624,POINT (-70.6939689 -33.4533197),11624,14995,26.0,"['I04', '506e']","['PI911', 'PI545']","['PI68', 'PA433']","[1.6, 7.9]",7.6,3.4,3.3,"[1.1, 2.2]",27.1,1
"Conde Del Maule 4175, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",270000.0,Gastos comunes aproximados $ 50.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 10 días,Excelente Departamento,https://www.portalinmobiliario.com/MLC-1718004590-excelente-departamento-_JM#position=24&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.45302925744681,-70.69351303829788,Santiago,"(200000.0, 300000.0]",11625,POINT (-70.69351303829788 -33.45302925744681),11625,14995,25.0,"['L1', 'L2R', '506']","['2', '44', 'PA450']","['44', '70', 'PA452']","[6.0, 2.6, 3.0]",4.1,4.6,1.3,"[1.3, 1.2, 2.2]",26.4,2
"Av. Independencia 1800 - 2100, Independencia, Chile, Plaza Chacabuco, Independencia, RM (Metropolitana)",280000.0,Gastos comunes aproximados $ 50.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 40 días,Metro Plaza Chacabuco,https://www.portalinmobiliario.com/MLC-1613874516-metro-plaza-chacabuco-_JM#position=25&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4317961,-70.6529783,Santiago,"(200000.0, 300000.0]",11626,POINT (-70.6529783 -33.4317961),11626,14995,23.0,"['L2R', '506v']","['12', 'PA450']","['70', 'PA452']","[6.8, 3.3]",3.5,4.6,1.3,"[2.0, 2.9]",24.3,8
"San Francisco 335, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",240000.0,Gastos comunes aproximados $ 40.000,23 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 5 días,Dpto Estudio Metro Santa Lucia,https://www.portalinmobiliario.com/MLC-1723964798-dpto-estudio-metro-santa-lucia-_JM#position=31&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.449040465306126,-70.64710166938775,Santiago,"(200000.0, 300000.0]",11630,POINT (-70.64710166938775 -33.44904046530613),11630,14995,24.0,"['203e', '506v']","['PA93', 'PA447']","['PA95', 'PA452']","[2.4, 7.6]",3.0,4.6,2.9,"[1.8, 1.8]",24.1,1
"Estación Central, Metro Las Rejas, Estación Central, RM (Metropolitana)",250000.0,,49 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 5 días,"Arrienda Dpto 2d, 1b, Ecuador (metro)  - Estación Central",https://www.portalinmobiliario.com/MLC-1723969226-arrienda-dpto-2d-1b-ecuador-metro-estacion-central-_JM#position=33&search_layout=stack&type=item&tracking_id=ca836c2a-77c7-4ba1-b047-a6d4705c3e18,-33.4536375,-70.6898654,Santiago,"(200000.0, 300000.0]",11631,POINT (-70.6898654 -33.4536375),11631,14995,24.0,"['I13', '506']","['PI911', 'PI545']","['PI548', 'PA433']","[2.0, 8.8]",3.3,3.4,2.2,"[1.3, 1.9]",22.8,2
